timestamp,machine_id,health_phase,fator_desgaste,temp_oleo,vibracao_motor,pressao_hidraulica,volatilidade_temp,volatilidade_vibracao,volatilidade_pressao
2025-07-22T11:52:37.003914,PH-021,0,71.99,46.69,0.92,201.84,1.0,1.0,1.0
2025-07-22T11:52:37.004148,PH-021,0,72.04,46.87,1.02,201.69,1.0,1.0,1.0
2025-07-22T11:52:37.004379,PH-021,0,72.09,46.9,0.91,202.03,1.0,1.0,1.0
2025-07-22T11:52:37.004618,PH-021,0,72.14,47.24,1.19,202.11,1.0,1.0,1.0
2025-07-22T11:52:37.004955,PH-021,0,72.19,47.15,1.13,202.44,1.0,1.0,1.0
2025-07-22T11:52:37.005194,PH-021,0,72.24,47.41,1.38,202.65,1.0,1.0,1.0
2025-07-22T11:52:37.005426,PH-021,0,72.29,47.04,1.3,202.79,1.0,1.0,1.0
2025-07-22T11:52:37.005662,PH-021,0,72.34,46.9,1.54,202.7,1.0,1.0,1.0
2025-07-22T11:52:37.005899,PH-021,0,72.39,46.51,1.65,203.03,1.0,1.0,1.0
2025-07-22T11:52:37.006137,PH-021,0,72.44,46.04,1.92,203.25,1.0,1.0,1.0
2025-07-22T11:52:37.006370,PH-021,0,72.49,46.35,1.86,203.21,1.0,1.0,1.0
2025-07-22T11:52:37.006617,PH-021,0,72.54,46.16,1.43,203.16,1.0,1.0,1.0
2025-07-22T11:52:37.006852,PH-021,0,72.59,46.56,1.03,202.83,1.0,1.0,1.0
2025-07-22T11:52:37.007082,PH-021,0,72.64,46.61,0.67,202.41,1.0,1.0,1.0
2025-07-22T11:52:37.007315,PH-021,0,72.69,46.51,0.66,201.94,1.0,1.0,1.0
2025-07-22T11:52:37.007546,PH-021,0,72.74,46.13,0.17,201.49,1.0,1.0,1.0
2025-07-22T11:52:37.007781,PH-021,0,72.79,46.32,0.39,201.35,1.0,1.0,1.0
2025-07-22T11:52:37.008019,PH-021,0,72.84,46.36,0.87,201.72,1.0,1.0,1.0
2025-07-22T11:52:37.008252,PH-021,0,72.89,46.21,0.95,201.55,1.0,1.0,1.0
2025-07-22T11:52:37.008517,PH-021,0,72.94,45.77,1.0,201.29,1.0,1.0,1.0
2025-07-22T11:52:37.008804,PH-021,0,72.99,45.98,1.27,201.79,1.0,1.0,1.0
2025-07-22T11:52:37.009046,PH-021,0,73.04,46.18,0.99,201.31,1.0,1.0,1.0
2025-07-22T11:52:37.009295,PH-021,0,73.09,46.15,0.75,201.31,1.0,1.0,1.0
2025-07-22T11:52:37.009533,PH-021,0,73.14,45.86,0.31,201.81,1.0,1.0,1.0
2025-07-22T11:52:37.362573,PH-021,0,73.19,45.89,0.25,202.11,1.0,1.0,1.0
2025-07-22T11:52:37.362806,PH-021,0,73.24,45.7,0.56,202.48,1.0,1.0,1.0
2025-07-22T11:52:37.363040,PH-021,0,73.29,45.75,1.01,202.24,1.0,1.0,1.0
2025-07-22T11:52:37.363295,PH-021,0,73.34,45.35,0.67,201.98,1.0,1.0,1.0
2025-07-22T11:52:37.363527,PH-021,0,73.39,45.38,0.38,202.3,1.0,1.0,1.0
2025-07-22T11:52:37.363763,PH-021,0,73.44,45.73,0.44,202.67,1.0,1.0,1.0
