timestamp,machine_id,health_phase,fator_desgaste,temp_oleo,vibracao_motor,pressao_hidraulica,volatilidade_temp,volatilidade_vibracao,volatilidade_pressao
2025-07-22T11:59:14.107016,PH-130,1,637.28,49.25,1.44,195.22,1.0,1.0,1.0
2025-07-22T11:59:14.107246,PH-130,1,637.33,49.32,1.62,195.55,1.0,1.0,1.0
2025-07-22T11:59:14.107485,PH-130,1,637.38,49.56,1.9,195.07,1.0,1.0,1.0
2025-07-22T11:59:14.107716,PH-130,1,637.43,49.34,1.77,195.52,1.0,1.0,1.0
2025-07-22T11:59:14.107947,PH-130,1,637.48,49.21,1.3,195.25,1.0,1.0,1.0
2025-07-22T11:59:14.108178,PH-130,1,637.53,49.1,1.57,195.65,1.0,1.0,1.0
2025-07-22T11:59:14.108423,PH-130,1,637.58,49.03,1.86,195.49,1.0,1.0,1.0
2025-07-22T11:59:14.108657,PH-130,1,637.63,48.91,1.43,195.4,1.0,1.0,1.0
2025-07-22T11:59:14.108892,PH-130,1,637.68,48.47,1.56,195.67,1.0,1.0,1.0
2025-07-22T11:59:14.109141,PH-130,1,637.73,48.14,1.1,195.97,1.0,1.0,1.0
2025-07-22T11:59:14.109417,PH-130,1,637.78,48.1,1.12,195.88,1.0,1.0,1.0
2025-07-22T11:59:14.109661,PH-130,1,637.83,48.0,1.56,196.31,1.0,1.0,1.0
2025-07-22T11:59:14.109900,PH-130,1,637.88,47.97,1.65,196.62,1.0,1.0,1.0
2025-07-22T11:59:14.110132,PH-130,1,637.93,47.47,1.47,196.63,1.0,1.0,1.0
2025-07-22T11:59:14.110397,PH-130,1,637.98,47.01,1.94,196.65,1.0,1.0,1.0
2025-07-22T11:59:14.110648,PH-130,1,638.03,46.8,1.63,196.51,1.0,1.0,1.0
2025-07-22T11:59:14.110878,PH-130,1,638.08,47.06,1.45,196.32,1.0,1.0,1.0
2025-07-22T11:59:14.111111,PH-130,1,638.13,46.92,1.91,196.15,1.0,1.0,1.0
2025-07-22T11:59:14.111346,PH-130,1,638.18,46.7,2.04,195.94,1.0,1.0,1.0
2025-07-22T11:59:14.111605,PH-130,1,638.23,47.1,1.6,195.7,1.0,1.0,1.0
2025-07-22T11:59:14.111849,PH-130,1,638.28,47.34,1.46,195.49,1.0,1.0,1.0
2025-07-22T11:59:14.112098,PH-130,1,638.33,47.35,1.19,195.19,1.0,1.0,1.0
2025-07-22T11:59:14.112347,PH-130,1,638.38,47.34,1.03,194.81,1.0,1.0,1.0
2025-07-22T11:59:14.112578,PH-130,1,638.43,47.82,1.02,194.76,1.0,1.0,1.0
2025-07-22T11:59:14.517885,PH-130,1,638.48,47.39,1.46,194.79,1.0,1.0,1.0
2025-07-22T11:59:14.518138,PH-130,1,638.53,46.94,1.52,194.71,1.0,1.0,1.0
2025-07-22T11:59:14.518374,PH-130,1,638.58,46.81,1.33,194.42,1.0,1.0,1.0
