timestamp,machine_id,health_phase,fator_desgaste,temp_oleo,vibracao_motor,pressao_hidraulica,volatilidade_temp,volatilidade_vibracao,volatilidade_pressao
2025-07-22T11:54:25.180403,PH-050,0,192.91,62.59,1.24,201.23,1.0,1.0,1.0
2025-07-22T11:54:25.180632,PH-050,0,192.96,62.94,1.48,201.42,1.0,1.0,1.0
2025-07-22T11:54:25.180863,PH-050,0,193.01,63.44,1.3,201.22,1.0,1.0,1.0
2025-07-22T11:54:25.181125,PH-050,0,193.06,63.71,0.95,201.43,1.0,1.0,1.0
2025-07-22T11:54:25.181387,PH-050,0,193.11,63.31,1.22,201.73,1.0,1.0,1.0
2025-07-22T11:54:25.181633,PH-050,0,193.16,63.41,0.76,201.51,1.0,1.0,1.0
2025-07-22T11:54:25.181928,PH-050,0,193.21,63.03,0.42,201.86,1.0,1.0,1.0
2025-07-22T11:54:25.182326,PH-050,0,193.26,63.03,0.35,201.8,1.0,1.0,1.0
2025-07-22T11:54:25.182613,PH-050,0,193.31,63.2,0.34,202.05,1.0,1.0,1.0
2025-07-22T11:54:25.182884,PH-050,0,193.36,62.76,-0.03,201.91,1.0,1.0,1.0
2025-07-22T11:54:25.183144,PH-050,0,193.41,63.19,-0.23,201.78,1.0,1.0,1.0
2025-07-22T11:54:25.183457,PH-050,0,193.46,63.44,0.16,201.99,1.0,1.0,1.0
2025-07-22T11:54:25.183756,PH-050,0,193.51,63.11,0.09,202.22,1.0,1.0,1.0
2025-07-22T11:54:25.184059,PH-050,0,193.56,62.98,0.01,201.78,1.0,1.0,1.0
2025-07-22T11:54:25.184342,PH-050,0,193.61,62.71,-0.2,201.83,1.0,1.0,1.0
2025-07-22T11:54:25.184623,PH-050,0,193.66,62.79,-0.55,201.96,1.0,1.0,1.0
2025-07-22T11:54:25.184927,PH-050,0,193.71,63.21,-0.05,201.91,1.0,1.0,1.0
2025-07-22T11:54:25.185203,PH-050,0,193.76,63.33,-0.48,201.88,1.0,1.0,1.0
2025-07-22T11:54:25.185499,PH-050,0,193.81,62.97,-0.09,201.55,1.0,1.0,1.0
2025-07-22T11:54:25.185813,PH-050,0,193.86,63.13,-0.38,201.36,1.0,1.0,1.0
2025-07-22T11:54:25.186128,PH-050,0,193.91,63.56,-0.13,201.64,1.0,1.0,1.0
2025-07-22T11:54:25.186416,PH-050,0,193.96,63.1,-0.02,201.74,1.0,1.0,1.0
2025-07-22T11:54:25.186699,PH-050,0,194.01,63.48,0.03,201.74,1.0,1.0,1.0
2025-07-22T11:54:25.187008,PH-050,0,194.06,63.71,0.3,201.61,1.0,1.0,1.0
2025-07-22T11:54:25.578112,PH-050,0,194.11,63.91,-0.16,201.93,1.0,1.0,1.0
2025-07-22T11:54:25.578358,PH-050,0,194.16,63.49,-0.64,202.36,1.0,1.0,1.0
2025-07-22T11:54:25.578593,PH-050,0,194.21,63.82,-0.3,202.39,1.0,1.0,1.0
2025-07-22T11:54:25.578827,PH-050,0,194.26,63.82,-0.35,201.93,1.0,1.0,1.0
2025-07-22T11:54:25.579067,PH-050,0,194.31,64.26,-0.41,202.27,1.0,1.0,1.0
2025-07-22T11:54:25.579302,PH-050,0,194.36,64.11,-0.67,202.73,1.0,1.0,1.0
2025-07-22T11:54:25.579534,PH-050,0,194.41,63.65,-1.13,202.54,1.0,1.0,1.0
2025-07-22T11:54:25.579795,PH-050,0,194.46,63.88,-1.43,202.31,1.0,1.0,1.0
2025-07-22T11:54:25.580043,PH-050,0,194.51,64.35,-1.79,202.45,1.0,1.0,1.0
2025-07-22T11:54:25.580278,PH-050,0,194.56,63.93,-1.85,202.28,1.0,1.0,1.0
2025-07-22T11:54:25.580513,PH-050,0,194.61,63.82,-1.49,202.37,1.0,1.0,1.0
2025-07-22T11:54:25.580745,PH-050,0,194.66,63.94,-1.0,202.19,1.0,1.0,1.0
2025-07-22T11:54:25.580976,PH-050,0,194.71,64.21,-0.71,202.12,1.0,1.0,1.0
2025-07-22T11:54:25.581213,PH-050,0,194.76,63.9,-0.32,201.83,1.0,1.0,1.0
2025-07-22T11:54:25.581446,PH-050,0,194.81,64.07,-0.09,201.66,1.0,1.0,1.0
2025-07-22T11:54:25.581706,PH-050,0,194.86,64.19,-0.39,201.56,1.0,1.0,1.0
2025-07-22T11:54:25.582035,PH-050,0,194.91,64.35,-0.11,201.94,1.0,1.0,1.0
2025-07-22T11:54:25.582355,PH-050,0,194.96,64.07,-0.57,202.04,1.0,1.0,1.0
2025-07-22T11:54:25.582681,PH-050,0,195.01,63.6,-0.07,201.82,1.0,1.0,1.0
2025-07-22T11:54:25.582964,PH-050,0,195.06,63.74,-0.4,202.25,1.0,1.0,1.0
2025-07-22T11:54:25.583250,PH-050,0,195.11,64.17,-0.34,201.8,1.0,1.0,1.0
2025-07-22T11:54:25.583546,PH-050,0,195.16,64.18,-0.67,201.89,1.0,1.0,1.0
2025-07-22T11:54:25.583865,PH-050,0,195.21,64.33,-0.65,201.98,1.0,1.0,1.0
2025-07-22T11:54:25.584110,PH-050,0,195.26,64.54,-0.39,201.96,1.0,1.0,1.0
2025-07-22T11:54:25.950247,PH-050,0,195.31,64.36,-0.87,201.99,1.0,1.0,1.0
2025-07-22T11:54:25.950553,PH-050,0,195.36,64.86,-0.88,201.84,1.0,1.0,1.0
2025-07-22T11:54:25.950824,PH-050,0,195.41,64.91,-1.0,201.39,1.0,1.0,1.0
2025-07-22T11:54:25.951113,PH-050,0,195.46,65.28,-1.23,201.84,1.0,1.0,1.0
2025-07-22T11:54:25.951409,PH-050,0,195.51,65.31,-0.88,201.75,1.0,1.0,1.0
2025-07-22T11:54:25.951805,PH-050,0,195.56,65.64,-1.24,201.95,1.0,1.0,1.0
2025-07-22T11:54:25.952122,PH-050,0,195.61,65.95,-0.84,202.38,1.0,1.0,1.0
2025-07-22T11:54:25.952448,PH-050,0,195.66,65.71,-0.44,202.71,1.0,1.0,1.0
2025-07-22T11:54:25.952731,PH-050,0,195.71,65.57,-0.13,202.87,1.0,1.0,1.0
2025-07-22T11:54:25.953029,PH-050,0,195.76,66.08,0.28,202.41,1.0,1.0,1.0
2025-07-22T11:54:25.953308,PH-050,0,195.81,66.55,0.59,202.75,1.0,1.0,1.0
2025-07-22T11:54:25.953611,PH-050,0,195.86,66.18,0.27,202.72,1.0,1.0,1.0
2025-07-22T11:54:25.953865,PH-050,0,195.91,66.32,-0.14,202.54,1.0,1.0,1.0
2025-07-22T11:54:25.954117,PH-050,0,195.96,66.6,-0.12,202.07,1.0,1.0,1.0
2025-07-22T11:54:25.954407,PH-050,0,196.01,66.83,-0.09,201.62,1.0,1.0,1.0
2025-07-22T11:54:25.954727,PH-050,0,196.06,66.59,0.09,201.36,1.0,1.0,1.0
2025-07-22T11:54:25.954968,PH-050,0,196.11,66.28,-0.32,201.49,1.0,1.0,1.0
