timestamp,machine_id,health_phase,fator_desgaste,temp_oleo,vibracao_motor,pressao_hidraulica,volatilidade_temp,volatilidade_vibracao,volatilidade_pressao
2025-07-22T11:52:11.765775,PH-001,0,71.75,50.05,0.85,186.56,1.0,1.0,1.0
2025-07-22T11:52:11.766015,PH-001,0,71.8,49.7,0.92,187.01,1.0,1.0,1.0
2025-07-22T11:52:11.766245,PH-001,0,71.85,49.53,0.62,186.88,1.0,1.0,1.0
2025-07-22T11:52:11.766477,PH-001,0,71.9,49.03,0.69,187.2,1.0,1.0,1.0
2025-07-22T11:52:11.766742,PH-001,0,71.95,49.14,0.62,186.85,1.0,1.0,1.0
2025-07-22T11:52:11.766984,PH-001,0,72.0,49.55,1.12,187.04,1.0,1.0,1.0
2025-07-22T11:52:11.767245,PH-001,0,72.05,49.37,1.04,187.17,1.0,1.0,1.0
2025-07-22T11:52:11.767510,PH-001,0,72.1,48.88,1.46,187.26,1.0,1.0,1.0
2025-07-22T11:52:11.767752,PH-001,0,72.15,49.28,1.67,186.78,1.0,1.0,1.0
2025-07-22T11:52:11.767971,PH-001,0,72.2,49.51,1.18,187.11,1.0,1.0,1.0
2025-07-22T11:52:11.768185,PH-001,0,72.25,49.13,0.74,186.71,1.0,1.0,1.0
2025-07-22T11:52:11.768416,PH-001,0,72.3,48.92,0.94,186.91,1.0,1.0,1.0
2025-07-22T11:52:11.768671,PH-001,0,72.35,48.97,0.6,186.99,1.0,1.0,1.0
2025-07-22T11:52:11.768931,PH-001,0,72.4,49.17,0.25,187.4,1.0,1.0,1.0
2025-07-22T11:52:11.769230,PH-001,0,72.45,49.44,-0.09,187.77,1.0,1.0,1.0
2025-07-22T11:52:11.769516,PH-001,0,72.5,49.36,-0.16,188.22,1.0,1.0,1.0
2025-07-22T11:52:11.769768,PH-001,0,72.55,49.01,-0.22,188.66,1.0,1.0,1.0
2025-07-22T11:52:11.770004,PH-001,0,72.6,49.12,0.26,188.75,1.0,1.0,1.0
2025-07-22T11:52:11.770307,PH-001,0,72.65,48.91,0.04,188.98,1.0,1.0,1.0
2025-07-22T11:52:11.770553,PH-001,0,72.7,49.11,-0.24,189.13,1.0,1.0,1.0
2025-07-22T11:52:11.770784,PH-001,0,72.75,48.96,-0.11,189.54,1.0,1.0,1.0
2025-07-22T11:52:11.771087,PH-001,0,72.8,49.21,-0.43,189.98,1.0,1.0,1.0
2025-07-22T11:52:11.771347,PH-001,0,72.85,49.56,-0.67,190.31,1.0,1.0,1.0
2025-07-22T11:52:11.771601,PH-001,0,72.9,49.44,-0.36,190.3,1.0,1.0,1.0
2025-07-22T11:52:12.077580,PH-001,0,72.95,49.48,-0.17,190.25,1.0,1.0,1.0
2025-07-22T11:52:12.077773,PH-001,0,73.0,49.53,-0.44,190.55,1.0,1.0,1.0
2025-07-22T11:52:12.077977,PH-001,0,73.05,49.39,-0.47,190.24,1.0,1.0,1.0
2025-07-22T11:52:12.078191,PH-001,0,73.1,49.85,-0.22,190.19,1.0,1.0,1.0
2025-07-22T11:52:12.078412,PH-001,0,73.15,49.84,0.01,189.77,1.0,1.0,1.0
2025-07-22T11:52:12.078630,PH-001,0,73.2,49.99,-0.04,189.9,1.0,1.0,1.0
2025-07-22T11:52:12.078852,PH-001,0,73.25,49.65,-0.25,190.04,1.0,1.0,1.0
2025-07-22T11:52:12.079078,PH-001,0,73.3,49.96,-0.26,190.34,1.0,1.0,1.0
2025-07-22T11:52:12.079289,PH-001,0,73.35,49.55,-0.59,190.25,1.0,1.0,1.0
2025-07-22T11:52:12.079490,PH-001,0,73.4,49.39,-0.88,190.29,1.0,1.0,1.0
2025-07-22T11:52:12.079740,PH-001,0,73.45,49.29,-0.88,190.28,1.0,1.0,1.0
2025-07-22T11:52:12.079982,PH-001,0,73.5,48.98,-0.96,189.98,1.0,1.0,1.0
2025-07-22T11:52:12.080212,PH-001,0,73.55,49.48,-1.22,189.97,1.0,1.0,1.0
2025-07-22T11:52:12.080448,PH-001,0,73.6,49.84,-1.34,189.72,1.0,1.0,1.0
2025-07-22T11:52:12.080656,PH-001,0,73.65,49.52,-1.29,189.27,1.0,1.0,1.0
2025-07-22T11:52:12.080888,PH-001,0,73.7,49.21,-1.48,189.57,1.0,1.0,1.0
