timestamp,machine_id,health_phase,fator_desgaste,temp_oleo,vibracao_motor,pressao_hidraulica,volatilidade_temp,volatilidade_vibracao,volatilidade_pressao
2025-07-22T11:56:03.666100,PH-079,0,146.2,63.13,1.11,195.67,1.0,1.0,1.0
2025-07-22T11:56:03.666332,PH-079,0,146.25,63.09,0.82,195.82,1.0,1.0,1.0
2025-07-22T11:56:03.666597,PH-079,0,146.3,63.09,0.6,195.75,1.0,1.0,1.0
2025-07-22T11:56:03.666835,PH-079,0,146.35,63.18,0.75,195.98,1.0,1.0,1.0
2025-07-22T11:56:03.667084,PH-079,0,146.4,63.21,0.96,195.78,1.0,1.0,1.0
2025-07-22T11:56:03.667330,PH-079,0,146.45,63.62,1.21,195.62,1.0,1.0,1.0
2025-07-22T11:56:03.667562,PH-079,0,146.5,63.24,1.26,195.79,1.0,1.0,1.0
2025-07-22T11:56:03.667816,PH-079,0,146.55,63.21,1.08,195.75,1.0,1.0,1.0
2025-07-22T11:56:03.668046,PH-079,0,146.6,63.53,1.44,195.65,1.0,1.0,1.0
2025-07-22T11:56:03.668276,PH-079,0,146.65,63.48,1.39,196.14,1.0,1.0,1.0
2025-07-22T11:56:03.668537,PH-079,0,146.7,63.07,1.47,196.35,1.0,1.0,1.0
2025-07-22T11:56:03.668836,PH-079,0,146.75,62.92,1.63,196.13,1.0,1.0,1.0
2025-07-22T11:56:03.669149,PH-079,0,146.8,63.04,1.73,195.75,1.0,1.0,1.0
2025-07-22T11:56:03.669449,PH-079,0,146.85,62.88,1.92,195.72,1.0,1.0,1.0
2025-07-22T11:56:03.669751,PH-079,0,146.9,62.56,1.83,195.32,1.0,1.0,1.0
2025-07-22T11:56:03.670035,PH-079,0,146.95,62.98,1.67,195.0,1.0,1.0,1.0
2025-07-22T11:56:03.670326,PH-079,0,147.0,62.52,1.83,195.04,1.0,1.0,1.0
2025-07-22T11:56:03.670612,PH-079,0,147.05,62.52,2.16,195.24,1.0,1.0,1.0
2025-07-22T11:56:03.670907,PH-079,0,147.1,62.43,2.63,194.93,1.0,1.0,1.0
2025-07-22T11:56:03.671192,PH-079,0,147.15,62.74,2.42,194.59,1.0,1.0,1.0
