timestamp,machine_id,health_phase,fator_desgaste,temp_oleo,vibracao_motor,pressao_hidraulica,volatilidade_temp,volatilidade_vibracao,volatilidade_pressao
2025-07-22T11:52:11.811673,PH-009,0,141.24,57.3,1.23,200.78,1.0,1.0,1.0
2025-07-22T11:52:11.811911,PH-009,0,141.29,56.84,1.38,200.86,1.0,1.0,1.0
2025-07-22T11:52:11.812158,PH-009,0,141.34,56.87,1.12,200.56,1.0,1.0,1.0
2025-07-22T11:52:11.812406,PH-009,0,141.39,56.97,1.51,200.86,1.0,1.0,1.0
2025-07-22T11:52:11.812625,PH-009,0,141.44,56.83,1.99,200.79,1.0,1.0,1.0
2025-07-22T11:52:11.812868,PH-009,0,141.49,56.55,2.14,200.73,1.0,1.0,1.0
2025-07-22T11:52:11.813093,PH-009,0,141.54,56.79,2.32,200.4,1.0,1.0,1.0
2025-07-22T11:52:11.813337,PH-009,0,141.59,57.27,2.77,200.24,1.0,1.0,1.0
2025-07-22T11:52:11.813555,PH-009,0,141.64,57.13,2.88,200.45,1.0,1.0,1.0
2025-07-22T11:52:11.813776,PH-009,0,141.69,57.61,2.42,200.92,1.0,1.0,1.0
2025-07-22T11:52:11.813978,PH-009,0,141.74,57.8,1.98,200.58,1.0,1.0,1.0
2025-07-22T11:52:11.814187,PH-009,0,141.79,58.2,1.91,200.86,1.0,1.0,1.0
2025-07-22T11:52:11.814395,PH-009,0,141.84,57.84,1.64,200.74,1.0,1.0,1.0
2025-07-22T11:52:11.814609,PH-009,0,141.89,58.31,1.21,200.57,1.0,1.0,1.0
2025-07-22T11:52:11.814849,PH-009,0,141.94,58.37,1.52,200.09,1.0,1.0,1.0
2025-07-22T11:52:11.815086,PH-009,0,141.99,58.78,1.51,199.99,1.0,1.0,1.0
2025-07-22T11:52:11.815371,PH-009,0,142.04,58.43,1.46,200.4,1.0,1.0,1.0
2025-07-22T11:52:11.815656,PH-009,0,142.09,58.28,1.48,200.73,1.0,1.0,1.0
2025-07-22T11:52:11.815901,PH-009,0,142.14,57.96,1.37,200.94,1.0,1.0,1.0
2025-07-22T11:52:11.816147,PH-009,0,142.19,57.49,1.35,200.47,1.0,1.0,1.0
2025-07-22T11:52:11.816378,PH-009,0,142.24,57.13,1.56,200.15,1.0,1.0,1.0
2025-07-22T11:52:11.816592,PH-009,0,142.29,57.31,1.73,200.09,1.0,1.0,1.0
2025-07-22T11:52:11.816828,PH-009,0,142.34,57.02,2.13,200.05,1.0,1.0,1.0
2025-07-22T11:52:11.817073,PH-009,0,142.39,57.06,1.66,199.78,1.0,1.0,1.0
2025-07-22T11:52:12.121159,PH-009,0,142.44,56.81,1.3,199.57,1.0,1.0,1.0
2025-07-22T11:52:12.121396,PH-009,0,142.49,56.48,1.18,199.87,1.0,1.0,1.0
2025-07-22T11:52:12.121616,PH-009,0,142.54,55.99,0.83,199.88,1.0,1.0,1.0
2025-07-22T11:52:12.121832,PH-009,0,142.59,55.94,0.34,199.83,1.0,1.0,1.0
2025-07-22T11:52:12.122073,PH-009,0,142.64,56.09,0.51,199.77,1.0,1.0,1.0
2025-07-22T11:52:12.122294,PH-009,0,142.69,56.25,0.61,200.16,1.0,1.0,1.0
2025-07-22T11:52:12.122512,PH-009,0,142.74,56.54,0.73,200.12,1.0,1.0,1.0
2025-07-22T11:52:12.122725,PH-009,0,142.79,56.2,0.7,199.63,1.0,1.0,1.0
2025-07-22T11:52:12.122952,PH-009,0,142.84,56.09,0.86,200.04,1.0,1.0,1.0
2025-07-22T11:52:12.123170,PH-009,0,142.89,55.61,1.24,199.58,1.0,1.0,1.0
2025-07-22T11:52:12.123414,PH-009,0,142.94,55.66,1.03,199.31,1.0,1.0,1.0
2025-07-22T11:52:12.123649,PH-009,0,142.99,55.75,1.31,199.28,1.0,1.0,1.0
2025-07-22T11:52:12.123858,PH-009,0,143.04,55.47,1.16,199.52,1.0,1.0,1.0
2025-07-22T11:52:12.124078,PH-009,0,143.09,55.21,0.82,199.04,1.0,1.0,1.0
2025-07-22T11:52:12.124280,PH-009,0,143.14,55.65,0.36,199.18,1.0,1.0,1.0
2025-07-22T11:52:12.124497,PH-009,0,143.19,55.39,0.52,199.22,1.0,1.0,1.0
2025-07-22T11:52:12.124700,PH-009,0,143.24,55.32,1.0,199.28,1.0,1.0,1.0
2025-07-22T11:52:12.124905,PH-009,0,143.29,55.32,0.62,199.0,1.0,1.0,1.0
2025-07-22T11:52:12.125104,PH-009,0,143.34,55.04,0.95,198.82,1.0,1.0,1.0
2025-07-22T11:52:12.125311,PH-009,0,143.39,55.28,1.06,198.65,1.0,1.0,1.0
2025-07-22T11:52:12.125541,PH-009,0,143.44,55.07,1.37,198.22,1.0,1.0,1.0
2025-07-22T11:52:12.125770,PH-009,0,143.49,55.53,0.94,197.74,1.0,1.0,1.0
2025-07-22T11:52:12.125987,PH-009,0,143.54,55.07,0.98,197.76,1.0,1.0,1.0
2025-07-22T11:52:12.126206,PH-009,0,143.59,55.54,0.67,197.52,1.0,1.0,1.0
2025-07-22T11:52:12.466641,PH-009,0,143.64,55.97,0.28,197.98,1.0,1.0,1.0
2025-07-22T11:52:12.466869,PH-009,0,143.69,56.44,0.52,197.48,1.0,1.0,1.0
2025-07-22T11:52:12.467089,PH-009,0,143.74,56.58,0.79,197.39,1.0,1.0,1.0
2025-07-22T11:52:12.467304,PH-009,0,143.79,56.39,0.74,196.98,1.0,1.0,1.0
