timestamp,machine_id,health_phase,fator_desgaste,temp_oleo,vibracao_motor,pressao_hidraulica,volatilidade_temp,volatilidade_vibracao,volatilidade_pressao
2025-07-22T11:54:56.170416,PH-067,0,92.17,56.31,0.76,208.5,1.0,1.0,1.0
2025-07-22T11:54:56.170692,PH-067,0,92.22,56.51,0.81,208.38,1.0,1.0,1.0
2025-07-22T11:54:56.170995,PH-067,0,92.27,56.66,0.83,208.0,1.0,1.0,1.0
2025-07-22T11:54:56.171257,PH-067,0,92.32,56.22,0.91,208.04,1.0,1.0,1.0
2025-07-22T11:54:56.171465,PH-067,0,92.37,55.96,0.95,208.28,1.0,1.0,1.0
2025-07-22T11:54:56.171706,PH-067,0,92.42,56.43,0.94,207.94,1.0,1.0,1.0
2025-07-22T11:54:56.171967,PH-067,0,92.47,56.35,0.59,207.71,1.0,1.0,1.0
2025-07-22T11:54:56.172189,PH-067,0,92.52,55.99,0.25,207.78,1.0,1.0,1.0
2025-07-22T11:54:56.172421,PH-067,0,92.57,56.47,0.71,208.2,1.0,1.0,1.0
2025-07-22T11:54:56.172674,PH-067,0,92.62,56.07,0.93,208.39,1.0,1.0,1.0
2025-07-22T11:54:56.173007,PH-067,0,92.67,56.17,0.92,208.85,1.0,1.0,1.0
2025-07-22T11:54:56.173214,PH-067,0,92.72,55.68,1.18,208.41,1.0,1.0,1.0
2025-07-22T11:54:56.173492,PH-067,0,92.77,55.77,0.83,208.86,1.0,1.0,1.0
2025-07-22T11:54:56.173729,PH-067,0,92.82,56.05,0.96,208.45,1.0,1.0,1.0
2025-07-22T11:54:56.173982,PH-067,0,92.87,56.06,0.78,208.21,1.0,1.0,1.0
2025-07-22T11:54:56.174236,PH-067,0,92.92,56.17,0.99,208.12,1.0,1.0,1.0
2025-07-22T11:54:56.174466,PH-067,0,92.97,56.61,0.9,208.16,1.0,1.0,1.0
2025-07-22T11:54:56.174771,PH-067,0,93.02,56.67,1.29,208.42,1.0,1.0,1.0
2025-07-22T11:54:56.175012,PH-067,0,93.07,56.19,1.19,208.61,1.0,1.0,1.0
2025-07-22T11:54:56.175248,PH-067,0,93.12,56.31,1.48,209.0,1.0,1.0,1.0
2025-07-22T11:54:56.175483,PH-067,0,93.17,56.75,1.15,208.55,1.0,1.0,1.0
2025-07-22T11:54:56.175716,PH-067,0,93.22,56.43,0.99,208.16,1.0,1.0,1.0
